Title,Additional Authors,ISBN,My Rating,Publisher,Binding,Year Published,Date Read,Date Added,Bookshelves,My Review,Author,Owned,Favorite,Wishlist,Plan To Read,Currently Reading,Read,ASIN,Shelfari Edition Id,Shelfari Book Id,Condition,Original Purchase Date,Purchase Price,Private Notes,Loaned,Loaned To,Loaned On,Loan Due,Shelfari Date Read,Is Private
Pattern Recognition,"Gibson, William",0425198685,3,,Mass Market Paperback,2005,01010001,04122011,,,William Gibson,False,False,False,False,False,True,0425198685,27376,25605,,01010001,0,,False,False,,01010001,01010001,,False
All Tomorrow's Parties,"Gibson, William",0425190447,3,,Mass Market Paperback,2003,01010001,04122011,,,William Gibson,False,False,False,False,False,True,0425190447,27377,25606,,01010001,0,,False,False,,01010001,01010001,,False
Virtual Light,"Gibson, William",0553566067,3,,Paperback,1994,01010001,04122011,,,William Gibson,False,False,False,False,False,True,0553566067,27378,25607,,01010001,0,,False,False,,01010001,01010001,,False
Burning Chrome,"Gibson, William",0060539828,4,,Paperback,2003,01010001,04122011,,,William Gibson,False,False,False,False,False,True,0060539828,27380,25609,,01010001,0,,False,False,,01010001,01010001,,False
The Hedge Knight,"Martin, George R. R.; Ben Avery; Mike S. Miller; Mike Crowell",1932796061,4,,Paperback,2004,14082012,10082012,"a song of ice and fire,george r.r. martin",,"George R. R. Martin, Ben Avery, Mike S. Miller",False,False,False,False,False,True,1932796061,27529,5569939,,01010001,0,,False,False,,01010001,01010001,8/14/2012,False
"A Storm of Swords, Part II","Martin, George R. R.",0007119550,0,,Paperback,2003,01010001,03122011,"a song of ice and fire,george r. r. martin",,George R. R. Martin,False,False,False,False,False,True,0007119550,27548,25732,,01010001,0,,False,False,,01010001,01010001,,False
Emergence,"Johnson, Steven",0684868768,4,,Paperback,2002,01010001,04122011,,,Steven Johnson,False,False,False,False,False,True,0684868768,27592,25771,,01010001,0,,False,False,,01010001,01010001,,False
Iron Yoga: Combine Yoga and Strength Training for Weight Loss and Total Body Fitness,"Carillo, Anthony",1594862095,0,,Paperback,2005,01010001,04122011,,,"Anthony Carillo, Eric Neuhaus",False,False,False,False,False,True,1594862095,28100,26226,,01010001,0,,False,False,,01010001,01010001,,False
Lies and the Lying Liars Who Tell Them,"Franken, Al",0452285216,0,,Paperback,2004,01010001,23122011,,,Al Franken,False,False,False,False,False,True,0452285216,28224,26344,,01010001,0,,False,False,,01010001,01010001,,False
Rush Limbaugh Is a Big Fat Idiot,"Franken, Al",0440508649,0,,Paperback,1999,01010001,23122011,,,Al Franken,False,False,False,False,False,True,0440508649,28225,26345,,01010001,0,,False,False,,01010001,01010001,,False
Player Piano,"Vonnegut, Kurt, Jr.",9780385333788,0,,Paperback,1999,01010001,21122011,,,Kurt Vonnegut,False,False,False,False,False,True,0385333781,28607,26669,,01010001,0,,False,False,,01010001,01010001,,False
The Lone Ranger and Tonto Fistfight in Heaven,"Alexie, Sherman",0802141676,4,,Paperback,2005,01072003,13052012,,,Sherman Alexie,False,False,False,False,False,True,0802141676,28932,26930,,01010001,0,,False,False,,01010001,01010001,7/1/2003,False
The Godfather,"Puzo, Mario",0451205766,3,,Paperback,2002,23052014,13052014,"fiction,crime,crime fiction,violence,mafia,classic,gangster,sicilian,godfather,crime-fiction,organized crime,mario puzo,italian,sicily,american literature,italy",,Mario Puzo,False,False,False,False,False,True,0451205766,32617,27856,,01010001,0,,False,False,,01010001,01010001,5/23/2014,False
Catch Me If You Can,"Abagnale, Frank W.; Stan Redding",0767905385,0,,Paperback,2000,23072012,23072012,"memoir,autobiography,check fraud,con artist,frank abagnale",,"Frank W. Abagnale, Stan Redding",False,False,False,False,False,True,0767905385,32843,77176,,01010001,0,,False,False,,01010001,01010001,7/23/2012,False
Cerulean Sins,"Hamilton, Laurell K.",0515136816,2,,Mass Market Paperback,2004,01010001,04122011,,,Laurell K. Hamilton,False,False,False,False,False,True,0515136816,33103,30338,,01010001,0,,False,False,,01010001,01010001,,False
Flatland,"Abbott, Edwin A.; Edwin A. Abbott",0192805983,0,,Paperback,2006,01010001,03122011,,,Edwin A. Abbott,False,False,False,False,False,True,0192805983,33588,30719,,01010001,0,,False,False,,01010001,01010001,,False
American Theocracy,"Phillips, Kevin P.",067003486X,0,,Hardcover,2006,01010001,04122011,,,Kevin Phillips,False,False,False,False,False,True,067003486X,33681,30797,,01010001,0,,False,False,,01010001,01010001,,False
Kevin Trudeau's Mega Memory : How to Release Your Superpower Memory in 30 Minutes or Less a Day,"Trudeau, Kevin",0688153879,3,,Paperback,2005,10022012,09022012,"self help,mnemonics,kevin trudeau",,Kevin Trudeau,False,False,False,False,False,True,0688153879,33682,7761100,,01010001,0,,False,False,,01010001,01010001,2/10/2012,False
The Name of the Rose,"Eco, Umberto",0446322180,0,,Mass Market Paperback,1984,01010001,03122011,"mystery,historical fiction,umberto eco",,Umberto Eco,False,False,False,True,False,False,0446322180,33702,30811,,01010001,0,,False,False,,01010001,01010001,,False
The Dark Tower,"King, Stephen",1416524525,0,,Mass Market Paperback,2006,01010001,04122011,,,Stephen King,False,False,False,False,False,True,1416524525,33756,30856,,01010001,0,,False,False,,01010001,01010001,,False
Wizard and Glass,"King, Stephen",0451194861,0,,Mass Market Paperback,1998,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0451194861,33757,30857,,01010001,0,,False,False,,01010001,01010001,,False
Cat's Cradle,"Vonnegut, Kurt, Jr.",4001149125,0,,Mass Market Paperback,1973,01010001,03122011,,,Kurt Vonnegut Jr.,False,False,False,False,False,True,4001149125,34051,31117,,01010001,0,,False,False,,01010001,01010001,,False
Hatchet,"Paulsen, Gary",0689840926,0,,Hardcover,2000,01010001,04122011,,,Gary Paulsen,False,False,False,False,False,True,0689840926,34873,31739,,01010001,0,,False,False,,01010001,01010001,,False
The Awakening,"Chopin, Kate",0393941833,0,,Paperback,2002,01010001,03122011,,,Kate Chopin,False,False,False,False,False,True,0393941833,34941,31786,,01010001,0,,False,False,,01010001,01010001,,False
The Book of Jhereg,"Brust, Steven",0441006159,0,,Paperback,1999,01010001,03122011,,,Steven Brust,False,False,False,False,False,True,0441006159,35872,15054572,,01010001,0,,False,False,,01010001,01010001,,False
The Book of Athyra,"Brust, Steven",0441010105,0,,Paperback,2003,24072015,24072015,,,Steven Brust,False,False,False,False,False,True,0441010105,35873,9954762,,01010001,0,,False,False,,01010001,01010001,7/24/2015,False
Phoenix,"Brust, Steven",0441662250,4,,Mass Market Paperback,1990,11102012,03102012,"fiction,fantasy,humor,steven brust,antihero,vlad taltos,assassin,witch",,Steven Brust,False,False,False,False,False,True,0441662250,35889,32546,,01010001,0,,False,False,,01010001,01010001,10/11/2012,False
Five Hundred Years After ,"Brust, Steven",0812515226,0,,Mass Market Paperback,1995,01010001,03122011,,,Steven Brust,False,False,False,False,False,False,0812515226,35896,32566,,01010001,0,,False,False,,01010001,01010001,,False
Stranger in a Strange Land,"Heinlein, Robert A.",0441790348,0,,Mass Market Paperback,1987,01010001,03122011,,,Robert A. Heinlein,False,False,False,False,False,True,0441790348,35997,32650,,01010001,0,,False,False,,01010001,01010001,,False
Friday,"Heinlein, Robert A.",034530988X,0,,Mass Market Paperback,1983,01010001,03122011,,,Robert A. Heinlein,False,False,False,False,False,True,034530988X,35998,32651,,01010001,0,,False,False,,01010001,01010001,,False
Starship Troopers,"Heinlein, Robert A.",0425057739,0,,Mass Market Paperback,1982,01010001,03122011,,,Robert A. Heinlein,False,False,False,False,False,True,0425057739,35999,6110574,,01010001,0,,False,False,,01010001,01010001,,False
Ringworld,"Niven, Larry",0345333926,3,,Mass Market Paperback,1985,01010001,03122011,,,Larry Niven,False,False,False,False,False,True,0345333926,36034,32675,,01010001,0,,False,False,,01010001,01010001,,False
The Once and Future King,"White, T. H.",0441627404,0,,Mass Market Paperback,1987,01010001,03122011,,,Terence Hanbury White,False,False,False,True,False,False,0441627404,36067,27381,,01010001,0,,False,False,,01010001,01010001,,False
Assassin's Apprentice,"Hobb, Robin",055357339X,0,,Mass Market Paperback,1996,01010001,03122011,,,Robin Hobb,False,False,False,True,False,False,055357339X,36347,32920,,01010001,0,,False,False,,01010001,01010001,,False
Do Androids Dream of Electric Sheep?,"Dick, Philip K.",0345404475,0,,Paperback,1996,01010001,03122011,,,Philip K. Dick,False,False,False,False,False,True,0345404475,36509,33058,,01010001,0,,False,False,,01010001,01010001,,False
Time Enough for Love,"Heinlein, Robert A.",0425043738,0,,Mass Market Paperback,1978,01010001,03122011,,,Robert A. Heinlein,False,False,False,False,False,True,0425043738,37701,33968,,01010001,0,,False,False,,01010001,01010001,,False
Oath of Swords,"Weber, David",1416520864,3,,Paperback,2006,27032014,21022014,"fantasy,ebook,the war god,author: david weber,bazhel series,bahzell,david weber,book 1",,David Weber,False,False,False,False,False,True,1416520864,38086,34261,,01010001,0,,False,False,,01010001,01010001,3/27/2014,False
Made in America,"Bryson, Bill",0380713810,0,,Paperback,2001,01010001,03122011,,,Bill Bryson,False,False,False,False,False,True,0380713810,39587,35559,,01010001,0,,False,False,,01010001,01010001,,False
The Prophet,"Gibran, Khalil",000100039X,0,,Paperback,2003,01010001,03122011,,,Kahlil Gibran,False,False,False,False,False,True,000100039X,39590,35561,,01010001,0,,False,False,,01010001,01010001,,False
The Zombie Survival Guide,"Brooks, Max",1400049628,0,,Paperback,2003,01010001,04122011,,,Max Brooks,False,False,False,False,False,True,1400049628,39651,35606,,01010001,0,,False,False,,01010001,01010001,,False
Tunnel in the Sky,"Heinlein, Robert A.",1416505512,0,,Paperback,2005,01010001,04122011,,,Robert A. Heinlein,False,False,False,False,False,True,1416505512,39830,35733,,01010001,0,,False,False,,01010001,01010001,,False
The Hitchhiker's Guide to the Galaxy,"Adams, Douglas",0345391802,4,,Mass Market Paperback,1995,22022015,22022015,"fiction,science fiction,fantasy,humor,douglas adams,hitchhikers guide to the galaxy,humour",,Douglas Adams,False,False,False,False,False,True,0345391802,39973,19346,,01010001,0,,False,False,,01010001,01010001,2/22/2015,False
The Ultimate Hitchhiker's Guide to the Galaxy,"Adams, Douglas",0345453743,0,,Paperback,2002,01010001,04122011,,,Douglas Adams,False,False,False,False,False,True,0345453743,39975,35837,,01010001,0,,False,False,,01010001,01010001,,False
The Long Dark Tea-Time of the Soul,"Adams, Douglas",0671742515,0,,Mass Market Paperback,1991,01010001,04122011,,,Douglas Adams,False,False,False,False,False,True,0671742515,39982,35841,,01010001,0,,False,False,,01010001,01010001,,False
The Salmon of Doubt,"Adams, Douglas",0345455290,0,,Mass Market Paperback,2005,01010001,04122011,,,Douglas Adams,False,False,False,False,False,True,0345455290,39985,35844,,01010001,0,,False,False,,01010001,01010001,,False
Mostly Harmless,"Adams, Douglas",0345418778,0,,Mass Market Paperback,2000,01010001,04122011,,,Douglas Adams,False,False,False,False,False,True,0345418778,39986,35845,,01010001,0,,False,False,,01010001,01010001,,False
The Forever War,"Haldeman, Joe",0060510862,3,,Paperback,2003,15012014,03012014,"fiction,science fiction,dystopia,time travel,sci-fi,military,military sci-fi,allegory,war,vietnam war allegory,military fiction,military sf,joe haldeman,military science fiction,future,space travel,hugo award",,Joe Haldeman,False,False,False,False,False,True,0060510862,40684,33969,,01010001,0,,False,False,,01010001,01010001,1/15/2014,False
Ready for Anything,"Allen, David",0143034545,0,,Paperback,2004,01010001,04122011,,,David Allen,False,False,False,False,False,True,0143034545,41641,37169,,01010001,0,,False,False,,01010001,01010001,,False
The Crossing,"McCarthy, Cormac",0679760849,2,,Paperback,1995,01010001,21122011,,,Cormac McCarthy,False,False,False,False,False,True,0679760849,41977,37443,,01010001,0,,False,False,,01010001,01010001,,False
Blood Meridian,"McCarthy, Cormac",0679728759,0,,Paperback,1992,01010001,21122011,,,Cormac McCarthy,False,False,False,False,False,False,0679728759,41978,37444,,01010001,0,,False,False,,01010001,01010001,,False
Cities of the Plain,"McCarthy, Cormac",0679747192,3,,Paperback,1999,01010001,21122011,,,Cormac McCarthy,False,False,False,False,False,True,0679747192,42008,37468,,01010001,0,,False,False,,01010001,01010001,,False
Nickel and Dimed,"Ehrenreich, Barbara",0805063897,4,,Paperback,2002,01010001,06052012,,,Barbara Ehrenreich,False,False,False,False,False,True,0805063897,42139,11580,,01010001,0,,False,False,,01010001,01010001,,False
Everything's Eventual,"King, Stephen",0743235150,0,,Hardcover,2002,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0743235150,42423,12480,,01010001,0,,False,False,,01010001,01010001,,False
The Queen of the Damned,"Rice, Anne",0345419626,0,,Paperback,2014,01010001,04122011,,,Anne Rice,False,False,False,False,False,True,0345419626,42900,38181,,01010001,0,,False,False,,01010001,01010001,,False
Dreamcatcher,"King, Stephen",074343627X,0,,Mass Market Paperback,2001,01010001,04122011,,,Stephen King,False,False,False,False,False,True,074343627X,42949,38230,,01010001,0,,False,False,,01010001,01010001,,False
Memnoch the Devil,"Rice, Anne",0345389409,0,,Paperback,1996,01010001,04122011,,,Anne Rice,False,False,False,False,False,True,0345389409,42982,38255,,01010001,0,,False,False,,01010001,01010001,,False
The Tale of the Body Thief,"Rice, Anne",0345419634,0,,Paperback,1997,01010001,04122011,,,Anne Rice,False,False,False,False,False,True,0345419634,42984,38257,,01010001,0,,False,False,,01010001,01010001,,False
The Alchemist,"Coelho, Paulo",0060834838,0,,Paperback,2005,01010001,03122011,,,Paulo Coelho,False,False,False,False,False,True,0060834838,43021,350309,,01010001,0,,False,False,,01010001,01010001,,False
Riding the Bullet,"King, Stephen",0743525876,0,,Audio CD,2002,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0743525876,43057,38322,,01010001,0,,False,False,,01010001,01010001,,False
The Stand,"King, Stephen",0517219018,0,,Hardcover,2001,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0517219018,43060,38324,,01010001,0,,False,False,,01010001,01010001,,False
Needful Things,"King, Stephen",0451172817,0,,Mass Market Paperback,1992,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0451172817,43061,38325,,01010001,0,,False,False,,01010001,01010001,,False
The Dead Zone,"King, Stephen",0451155750,0,,Mass Market Paperback,1980,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0451155750,43063,38326,,01010001,0,,False,False,,01010001,01010001,,False
Hearts in Atlantis,"King, Stephen",0671024248,0,,Mass Market Paperback,2000,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0671024248,43065,38328,,01010001,0,,False,False,,01010001,01010001,,False
The Body,"King, Stephen",0582418178,0,,Paperback,1999,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0582418178,43067,38330,,01010001,0,,False,False,,01010001,01010001,,False
Thinner,"King, Stephen; Richard Bachman",0451161343,0,,Paperback,1985,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0451161343,43069,38332,,01010001,0,,False,False,,01010001,01010001,,False
The Tommyknockers,"King, Stephen",0451156609,0,,Mass Market Paperback,1988,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0451156609,43073,38335,,01010001,0,,False,False,,01010001,01010001,,False
The Shining,"King, Stephen",0451160916,0,,Mass Market Paperback,1978,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0451160916,43081,18930,,01010001,0,,False,False,,01010001,01010001,,False
Pet Sematary,"King, Stephen",0743412273,0,,Mass Market Paperback,2001,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0743412273,43083,38343,,01010001,0,,False,False,,01010001,01010001,,False
Cycle of the Werewolf,"King, Stephen",0451822196,0,,Paperback,1985,01010001,04122011,,,Stephen King,False,False,False,False,False,True,0451822196,43086,38346,,01010001,0,,False,False,,01010001,01010001,,False
Hard Freeze,"Simmons, Dan",0312989482,0,,Mass Market Paperback,2003,01010001,04122011,,,Dan Simmons,False,False,False,False,False,True,0312989482,43181,38420,,01010001,0,,False,False,,01010001,01010001,,False
Hardcase,"Simmons, Dan",0312980167,0,,Mass Market Paperback,2002,01010001,04122011,,,Dan Simmons,False,False,False,False,False,True,0312980167,43183,38422,,01010001,0,,False,False,,01010001,01010001,,False
